id,chessboard
2DOZTLqL,8/6kp/8/7P/5p2/5Pp1/pK4P1/1b6 w - - 2 56
CUOe6J0Z,2q3k1/1b3ppp/p2pp3/1p1nN3/7P/P5B1/1P1Q1PP1/6K1 w - - 0 28
CQxNnGRr,r5k1/3B3p/p3PQ2/1p6/4b1P1/6qP/PP6/5RK1 w - - 5 32
VUAWwHEb,7r/3Q1Np1/4p1kq/3p4/8/2P3P1/PP5P/R4RK1 w - - 1 33
3PBfouYm,5r1k/ppp3pp/2n5/8/3PP1bq/2P5/P5P1/RNB2RK1 w - - 0 20
d2kFrY4B,2r3k1/p7/8/2NP4/8/4P3/P2K1P2/2r5 w - - 0 30
Wzyi8ac3,r3kbnr/p3qppp/1ppP4/nB6/4P3/1QP5/PP3PPP/RNB2RK1 w kq - 0 12
RRjf1gDe,5Q2/5r1p/3p2pb/3Bpk2/5q2/1PP2nR1/P4P1P/3R3K w - - 19 37
lBOJlOt4,2r3k1/1p6/p4bp1/3p1p1p/8/1P6/P3q1P1/5R1K w - - 0 32
3ETITpSv,7Q/1k6/2N5/1PPK4/P7/6p1/6P1/8 w - - 1 50
Nktk0BUI,r3k3/pp1b1p1p/3p2p1/P2P1p2/4P3/2qB4/P1PN1PPP/R2QK2R w KQq - 0 15
PehOrqFL,6k1/5p1p/p5p1/1p6/6b1/P7/5PPP/2B1r1K1 w - - 1 30
aQTwdlo7,3r1rk1/2q2ppp/p1b5/1pp5/2Q1N3/4B3/PPP2P1b/R4R1K w - - 0 19
GIgJ3SIm,8/2k4P/4pp2/3p4/3P1p2/8/5PPK/1r5q w - - 1 51
G5uZX2RL,r3k2r/pp1n1ppp/2P1p3/3pP3/Q4P2/2P3P1/PP3K1q/R1B5 w kq - 1 18
bMa1XPHg,6k1/pp4pp/2p5/2bp1p1q/8/2P3P1/PP3nBP/4RK2 w - - 0 30
fWJQvufg,3r1bk1/p2brp1p/B2R2p1/2NQ4/5P2/2P5/qP4PP/2KR4 w - - 0 22
5bAnFHaR,r6k/1Rp4p/3q1p2/3p4/2PB4/p6P/PK2Q1P1/2R5 w - - 0 31
76CAcPSw,rn2kb1r/pQp1pppp/2q5/8/5Bb1/2N5/PPP3PP/2KR1B1R w kq - 1 12
DN7gIUU3,r6k/1p2pr2/1B2b1pp/p3bn2/P7/2N5/5PPP/3R1RK1 w - - 0 24
4pMaTgAB,rn1qkb1r/pppb1p2/3pp2p/4P1pn/3P4/2N3B1/PPP2PPP/R2QKBNR w KQkq - 1 8
Rjf0u2O5,1Q6/8/8/8/p7/2K5/k7/8 w - - 2 56
hpB7qEoP,2b4R/3p4/2pk4/1p2p3/1PK1B3/p5r1/P7/8 w - - 0 47
AJkGuEnc,1k6/pp2Q3/5p2/3p4/3P1K1r/2P4q/7P/1N6 w - - 6 27
7oEMq5S0,6k1/Qb4pp/1ppb4/3p4/3P1P1n/2P1P2q/PP3P1P/R1B2RK1 w - - 1 22
2a5tb7yA,2b2r1k/1p5p/p7/5p2/3P4/PP1QPq2/7P/6K1 w - - 0 37
NmHgobJP,8/p5pk/2pNp3/7P/P2P2r1/1rP2K2/5P2/2R5 w - - 0 33
EyW472yN,2r1k3/2q1P1P1/2K2p2/1p3R2/2b5/8/8/8 w - - 0 47
67oaFvds,8/6Pk/5K2/8/8/8/8/8 w - - 1 75
97p0zDHJ,8/p4p1k/2p3pp/8/2n1Q3/2P1B3/Pq2KpPP/R6r w - - 0 29
WQlA78I5,k3r3/2Q5/P1p1p1r1/2P2p2/4nPpP/1P4P1/8/R3R1K1 w - - 5 56
BefWiVX6,8/1b3pkp/p5p1/1p2P3/3R3R/4K2P/6r1/8 w - - 0 44
lcpnc5mD,8/P1pk2p1/7p/2p2p2/1P1K1P2/6P1/7P/8 w - - 0 39
7Yhtsgii,1rbqr3/1p5k/p2p2pp/2pP1P2/P2b1Pn1/2N5/1P1B2PP/1RQ1RBK1 w - - 1 21
jSBnmljq,8/8/3p4/2pP4/1pP1k2p/pP5P/P2K4/8 w - - 11 59
QYwhRB2n,r4r1k/bppq1p2/p1np1R2/4p1Q1/1Pb1P3/N1PP2P1/P5PP/R6K w - - 0 18
dnMMBVHw,8/4B1R1/p1r2p2/1p2pk1p/4b2P/PK6/8/8 w - - 2 40
Ue749xKk,1r4k1/1P4bp/B2p2p1/3Pn3/2p1R3/5P1P/3B2P1/6K1 w - - 0 31
JWc01uVo,8/p7/2p3pp/4k1p1/P3p1P1/1P2K1P1/8/8 w - - 0 33
BiSy456f,8/7p/8/6P1/4p3/8/3K1k2/8 w - - 2 52
oc7CBFHc,r3kb1r/pp1b1ppp/4p3/8/3n4/3BN3/PP1NKPPP/R6R w kq - 2 14
lagFMYPK,3r4/1bp3k1/p4Rp1/p6r/P2P4/2P2P1P/2PB2P1/4R1K1 w - - 1 30
SZ2bpMwl,4r1k1/1b3pp1/rp5p/p1pRp3/P1P5/1P4P1/4PPBP/3R2K1 w - - 2 30
Ns6CgvEV,8/7p/p3n1pP/2kp1pP1/2p2P2/2P5/1K6/1N6 w - - 6 53
adRcGy3i,5k2/p4r2/2bp4/6Q1/1p2P3/2bK4/P1P3PP/8 w - - 6 35
VXOHdRHw,8/kP6/2K5/8/8/8/P1N5/8 w - - 1 67
faJgT7uS,r1b1k2r/1p3pb1/4p1p1/2p5/5P2/2P5/P1P1K1PP/R6R w kq - 0 19
srJ5PVnl,8/5k2/8/5Kp1/8/8/8/8 w - - 0 69
bkB1n3pK,8/8/8/8/3K1pk1/8/5B2/8 w - - 0 58
bR7eSNEo,2r2kr1/1p3pbp/p2p1Q2/2q5/6P1/7K/PP3P1P/4RB1R w - - 1 25
LKE63Fln,8/8/p7/1p5p/5k2/1PPbp3/P7/3K1r1R w - - 0 52
oJEaprhr,5rk1/pp3pp1/2b5/7p/P2Q1Pn1/1R1B1PK1/1PPq3P/R7 w - - 1 31
hGwCk7sW,8/4k3/4pp1p/2b5/6P1/p7/KrN5/8 w - - 4 43
MmpwBLIk,5k2/p4p2/1b5p/4Q3/8/2P3P1/PP3P1P/4R1K1 w - - 0 27
2hBcxB5h,5rk1/pp1b2pp/1bp1p3/1P1pP3/6P1/P1PB1r2/R4PK1/1N1R4 w - - 0 23
7GBbEd5W,2N5/5pk1/p3p1p1/3qb2p/7P/2Q3PK/5P2/8 w - - 4 36
Mtuuwb4x,3r4/6PR/8/1K3Pk1/4B3/8/8/8 w - - 1 70
zHPPTUB1,5k1K/6R1/8/8/8/8/8/8 w - - 1 81
CxVMX1g4,3r1rk1/ppp4p/6p1/5p2/2P5/1Pq5/P3BRPP/R6K w - - 0 23
Euox72jN,1r1q1rk1/pb3ppp/4pb2/3p4/8/2NB3Q/PPP2PPP/R4RK1 w - - 4 15
ZT8bSrQX,1n2k3/7Q/8/3P4/2p3P1/2r1PN2/P3BP1P/1R2K2R w K - 0 26
HNZeUWN0,R7/5ppk/7p/8/2Pq4/1PN1r3/P1K5/8 w - - 15 38
LonnFaoq,1k1r4/pp3ppp/2p5/8/1P1N4/P3P2P/1n3PP1/2R3K1 w - - 2 25
5TytpSI3,8/8/8/8/7k/4P3/5KQ1/1R6 w - - 1 66
hxWkHHzL,4k3/3b2pp/2r2p2/8/4PB2/5P1P/2p3PK/3q2R1 w - - 2 49
1waMIFNE,5Q2/8/8/8/2K5/8/p7/1kq5 w - - 0 68
4q388Xq8,8/r4p1k/P1p3pp/8/8/2q2P2/6PP/Q2R3K w - - 0 31
u77fOTUg,2r3k1/1q3pp1/1p5p/p1r5/5P1P/P3nRP1/1P2P1K1/R3Q3 w - - 5 32
i4CHzPRj,3rk3/p4p1p/4p3/4B3/PR1pr3/1P6/4KP1P/7b w - - 4 30
YsygpBkU,1r3k2/p2p1p1p/3Pp1pN/2p5/qnb5/P4P2/6PP/Q3KB1R w - - 6 25
dvespgYu,2R5/5p1k/6pp/q7/1p1PQ3/r3P2P/5PP1/6K1 w - - 0 36
Em887Lxl,8/pQ4p1/1p2kp1p/8/P4p2/8/6PP/6K1 w - - 2 37
N8w191RJ,8/8/8/p1p2p1p/2P5/PP2P1Pk/5K2/8 w - - 7 44
cWDFjloh,7k/4r1p1/5rp1/1pQB3p/1P3q2/P6P/2R2PP1/2R3K1 w - - 1 32
n8uP4P4Z,6k1/pp2b1pp/4p3/1q1pN3/3P2Q1/4P3/PP4PP/1R3r1K w - - 2 20
uUQ9P8gi,r1b1Q3/pp4kp/3p2pb/2nPp3/4P2q/2NB2NP/PP4P1/5RK1 w - - 9 22
L2xOeIWh,6k1/2pp4/2n2Q2/p2PP3/2P3P1/8/1P4P1/6K1 w - - 1 37
OftOFmMQ,6Q1/8/4p3/2Kp4/7k/7P/8/R5R1 w - - 5 76
Es9iNlZ4,r1b2r2/1p1n1N1k/p5pp/4p2Q/3pB2P/8/PP3qP1/R3R2K w - - 0 24
mFxS2uIH,6k1/pp1n4/2p5/8/3P4/8/PP2KP2/R5bq w - - 0 30
nqjoIyv4,1r4k1/4pp2/4bPpR/1Np5/4P3/1r3P2/2Q5/2K2B2 w - - 0 27
JUo0BqQd,8/3r2pk/p2q2np/5p2/P1Qp4/1P3B1P/5KPB/4R3 w - - 3 38
Gde2BIFV,r2q2k1/pp3pp1/2p2n1p/3p1b2/3P1r2/1B5P/PPP2PP1/R4RK1 w - - 0 19
rSWTF9rs,2r2rk1/1p2bppp/p2q1n2/2pP2B1/2P1pP2/8/PP2B1PP/2RQ1RK1 w - - 0 17
LABc7BKr,2Q5/4kp1R/pP2p1n1/3pP3/5bP1/1P3K2/8/8 w - - 3 39
7ybUly8t,2b5/6q1/p1k1B3/3pP1Np/2nP1P2/2r5/7P/R1B4K w - - 0 35
eNbs0Oew,8/8/8/1p3k1p/p5qK/P3pp2/8/8 w - - 2 71
nakTVZD5,8/8/4k3/8/6K1/8/3b4/8 w - - 0 63
8Bz5mbbU,4rrk1/pp6/1np3qp/3P4/3P3Q/1N5p/PP6/R1B3K1 w - - 2 29
HBezD4JG,6k1/3R1pp1/p5b1/8/4rPP1/B5K1/1P6/8 w - - 1 34
mKvCyQcI,r5k1/3b1pp1/3q1b1p/8/PppP4/5N1P/2BQ1PP1/R5K1 w - - 0 26
Xn6uTsFu,r4rk1/3bq2p/pn1p2p1/2pPbp2/1p4P1/1P6/P2BBPP1/RN1QR1K1 w - - 0 22
Rib6UKcT,6k1/3R4/6p1/5nK1/7p/8/8/8 w - - 2 69
g5AVWcp2,5R2/2k2p2/1p2p3/1b1p4/3b1r2/7p/2BN1P1P/6K1 w - - 2 37
5tJDEDVy,1rbq1rk1/2p1n1bp/1p4p1/pPpNpp2/P1P5/3P2P1/4PPBP/1RBQ1RK1 w - - 0 16
7jFW2Ewi,4r1k1/1R6/p2p3Q/P1pP1p2/5P1r/6q1/4nRP1/7K w - - 6 39
XfyJ4tKl,6k1/1p6/2b1P3/5rp1/pP6/P1B1R2Q/6PP/1q4K1 w - - 1 36
9ANH8zPE,K7/3q1b2/8/2n2k2/8/8/8/8 w - - 18 80
lAGvYGnM,rn6/pb4RQ/1p2pk2/1qpp1p2/3P3P/2P1P3/PP1N1PP1/R3K3 w Q - 1 22
A5vJqK4g,2r5/5pk1/p5p1/1pp1p3/2q2b2/P7/1PPr1QBP/R4R1K w - - 4 34
ypU2jtJR,r2n2kr/1bqn1N1p/p5pB/2p1Pp2/2ppP1Q1/2P5/PP4PP/R4RK1 w - - 0 21
gRo0vrWi,2krr3/ppp2ppp/8/3P4/2P5/4b2q/PP5Q/RN2R1K1 w - - 0 20
v2BASFqN,5b1q/p4Qp1/Pkp3P1/1p1pP2p/1P1P3P/2P5/6K1/7R w - - 3 46
hBKxwzgA,2r5/5k1p/p3b1p1/b1p1P2n/q4P2/P3B3/2P3RQ/2KN1B2 w - - 1 30
4zLhWCuC,rnbqkb1r/1p3ppp/p2p1n2/4p1B1/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq - 0 7
6NXSj5et,8/2Q5/p2B1kr1/1p3P2/1P2P3/P4K2/8/8 w - - 1 58
Z0Cx91Uh,3r1rk1/1pp2pp1/p3p2p/2N1P3/8/2P2q2/PPQ2P1P/3R1K2 w - - 0 20
2onv9UeF,r3rk2/6nQ/np6/5pN1/1pP1B1P1/q6P/8/4RRK1 w - - 0 30
upN6B2c0,1r5r/8/p2Q1Np1/5p2/4p3/1P5k/1PP5/1K3R2 w - - 1 35
Wg7MuSLY,8/pp1k1p2/2p1p3/8/1PPP4/3K4/P2B2r1/8 w - - 1 37
QYMM5YTe,5k2/p2Pr3/1p2Qp2/8/8/P5P1/5P1P/6K1 w - - 1 42
wtTlqj8K,2r3k1/1p3ppp/p3p3/3pP1qP/P7/1P2n1P1/2r2PK1/1R1Q1R2 w - - 0 28
erD6ArRp,8/8/8/8/8/7r/8/5k1K w - - 40 77
jnFVqlqv,4r1k1/pp3ppp/5b2/5b1P/8/2P1P1Q1/PP1rq1P1/R3K2R w - - 5 21
qJLrjD7k,r6k/pp4pp/8/2P5/3R4/1QP5/P3r1qP/7K w - - 14 31
x9Pup3vp,r6k/p1R2Qpp/1p2pp2/8/3P4/P3qP2/6PP/1R5K w - - 1 29
AGhOFsth,8/5p2/k7/PN1K3p/6p1/6P1/4r2P/8 w - - 7 50
nE4LiSn2,8/8/8/8/1Q2N3/2K5/k7/8 w - - 17 72
388CvPN6,8/8/8/8/8/5K2/3Q4/7k w - - 23 70
xQhJRz5b,rn4k1/pp1qp3/1np3pQ/4p3/2PP4/1PNBB3/P5PP/5RK1 w - - 1 21
lYZ4gqba,8/1b6/8/8/8/4k3/5q2/6K1 w - - 30 72
7Z1iZqsS,5r2/ppp2pk1/3p4/4p1P1/3PP3/1qPK1R2/6P1/2r5 w - - 0 31
UnGRH4NG,8/3P4/1R4p1/8/5P1p/5kP1/5P1P/6K1 w - - 0 42
qkJVE2Qh,6k1/5p2/5p2/5P2/5P2/2q5/3r1K2/8 w - - 4 51
cEc0t0GN,4r3/p2n2kp/2p3p1/P7/3P1P2/1q6/1P2N1RP/4R1K1 w - - 0 27
8JW7fAys,r2qk2r/pbp1n3/1pnbB2p/6p1/7B/2N2N2/PPP1QPPP/R4RK1 w kq - 0 15
48uyfjg1,3r4/pb2kpp1/4p2p/8/1Pp1PP1P/4K1P1/P1B5/2R5 w - - 1 34
M2ZlvyYy,3k4/1b2q1p1/1rp1P1Qp/ppRr4/3P4/3BP2P/PP6/5RK1 w - - 5 36
9EWYBXrM,2r3k1/4ppbp/2B3p1/8/3P4/P3P2P/5PP1/B5K1 w - - 1 31
kVWOIJbl,rq2r1k1/1b3p1p/pp1p1np1/4b3/2PB2B1/1P2P3/P1Q2PPP/R2R2K1 w - - 3 18
qEcxGVwG,6k1/5p1p/6p1/pq6/3B4/3RP3/PP3PPP/R5K1 w - - 1 29
SSOF87RQ,1r1q4/5pkp/p4n2/3p4/3Q4/4P3/PP3PPP/R4bK1 w - - 0 20
urC8i42C,r1b3k1/pp4p1/2n1p1Q1/4b1N1/3pp3/8/PPP1KPq1/R2R4 w - - 0 27
ekR9eykD,8/5pk1/p2n2p1/8/8/7P/5PPK/8 w - - 0 44
GrnWAeyW,rn2k1nr/p2p1ppp/4p3/8/4q3/1P6/P1P1N1PP/1RBQK2R w kq - 0 12
jYFB118e,Q7/p5kp/1p2q1p1/2p5/2Pp4/PP1P4/3b1R1P/6K1 w - - 2 32
l1FJWpby,8/bp2k2p/2p2pp1/5b2/2P2P1P/1PB2BP1/4K3/8 w - - 13 32
oTytkNw9,rr4k1/pQ1nqppp/1p2p3/8/1P6/P3P3/5PPP/R1B2RK1 w - - 10 23
8adJMayt,8/8/8/1K6/1p6/8/k7/8 w - - 0 56
Bwz5Avk3,6k1/p6p/1q3K2/1P2P3/P7/8/6bP/8 w - - 2 41
TapgVQFc,r5k1/p3Rp1p/1p3p2/3p4/P2P4/5b1P/1b2rPP1/5RK1 w - - 0 26
p0cfl7ik,rn1qkbnr/pp2pppp/2p5/8/3P4/2NBP3/PP3PbP/R1BQK1NR w KQkq - 0 7
vCD5E7Ps,1r3k2/p1R2pp1/p3p2p/1b1pP3/1P1P1P2/P1K3P1/3N3P/8 w - - 1 31
TnJuozQ7,r5k1/pp4pp/8/2bN4/6n1/8/PP3PPq/R4RK1 w - - 0 21
bGiGLLkt,6k1/6pp/5pP1/K4P2/7P/8/q7/1q6 w - - 7 53
qUetu3Fa,rnb4r/pppk1Npp/3p4/8/8/2B5/P4PPP/2KRR3 w - - 6 17
LmAF9EOQ,5rk1/2R2p1p/p2p2p1/8/8/5P2/6PP/4q2K w - - 0 33
ZWXisimD,3R4/5pk1/p6p/1p4p1/8/7P/PPr2PP1/6K1 w - - 0 32
VW8jn694,6k1/5ppp/ppnp4/2q5/8/2P2P2/P1PQ2PP/4RK2 w - - 0 24
VCm6Y9sa,r3k2r/ppp2pp1/2b2n1p/2Q1p3/3q4/2PB4/PP3P1P/RNB2RK1 w kq - 1 16
JfT9yIBl,1rb2b1r/2pk1ppp/p2p4/3Q2B1/8/8/PPP2PPP/RN2R1K1 w - - 3 13
1GJI8zgp,r2Nk2r/ppp3pp/2n2n2/2b5/2B3b1/3p2Q1/PPP2PPP/RNB1K2R w KQkq - 0 11
1vZFGZU4,6k1/pp2n1p1/2q4p/3Nbr2/8/PQ5P/1PP5/3R3K w - - 0 34
orGL4RMu,rnbqkbnr/ppp5/3p4/5p1p/8/5N2/PPPPBPPP/RNBQK2R w KQkq - 0 7
5ORW5WNC,r6k/p4ppp/Pn3n2/1P1p4/2pP4/2q5/2B5/R1K5 w - - 4 32
Bys3Uii4,8/5p2/R4pk1/6Pp/1r5P/5P2/R5K1/8 w - - 1 42
6XdCEkkJ,8/8/6kp/8/P4K2/1P6/2P5/R7 w - - 0 44
VCvbNgko,rn2kb1r/pp2nppp/2pp2q1/8/3P4/3B1N1b/PPP2PPP/RNBQR1K1 w kq - 8 10
kvaVGWlk,4Qrk1/p1p4p/3p1ppB/2n5/5pP1/5q1P/PP6/1K1R4 w - - 1 30
0gTDO6Av,8/6qK/5k2/8/8/8/8/8 w - - 20 63
t7vvcwqO,5n2/1p5p/2p2k1K/8/pr6/8/8/8 w - - 0 49
igSDFKv0,r3r1k1/pp3p2/2p3p1/2P3P1/3B1bb1/P2B4/1P4q1/R3K3 w - - 1 27
facMwkUo,r1b1r3/1p1pk1BR/p2b2p1/4p3/2B2P2/1P4Q1/P1PPK1P1/q7 w - - 2 20
j5KY62yS,rnb1kb1r/pppp1ppp/4p3/4P3/3Pn3/2N2N2/PPP2qPP/R1BQKB1R w KQkq - 0 6
nyYULwUl,r2q3k/pp2RQp1/7p/2p5/8/P2b4/5PPP/1r2R1K1 w - - 1 26
h0YsGMhj,r1bqk2r/pppp1ppp/2P5/8/1bB5/5N2/PP3PPP/R1BnK2R w KQkq - 0 10
o4T7dj5h,6k1/2p2pp1/3p3p/4p3/8/2q5/2q5/r5K1 w - - 12 54
VgNt0SSX,2k1r2r/ppp3Rp/3b1n2/3p4/6P1/3P1K1q/PPPQ1P2/RN6 w - - 1 20
UvqLtnPM,6k1/5ppp/pp6/4P3/Q4P2/8/P4PK1/8 w - - 0 30
1b0kpInt,8/8/5R1Q/8/6k1/8/5P1K/8 w - - 5 56
dJEtAQp7,r1b2rk1/1p1p1ppp/p1p5/8/q3P3/2b5/PPPB1PPP/R4RK1 w - - 0 15
ZPHBiKBY,8/8/3pB3/1N3K2/5P2/8/2k2r2/8 w - - 0 51
I8odmGjb,r1bqkb1r/p1ppn1pp/1p3p2/3Q4/2B1P3/8/PPP2PPP/RNB1K2R w KQkq - 2 8
DijZlfMy,2Q5/4bkp1/1p5p/p7/8/8/PPP2PPP/R5K1 w - - 1 22
LyRqbD4d,8/8/b5p1/6k1/8/2K5/8/1q6 w - - 0 60
CvakmVNb,r5k1/ppp3pp/1b6/4p3/3P4/1b1q4/PP3PPP/R1B3K1 w - - 0 18
O037dETy,1r4k1/5p1p/4p1p1/b7/8/8/1P3PPP/3K4 w - - 0 31
CxQlHSnq,4k3/1p6/p3p3/7p/8/PP1KN3/2P2BP1/7q w - - 0 34
Q0jogkvi,rn1qkb1r/1p1n1pp1/2pp3p/4P2b/p1B1P3/2N1BN1P/PPP2PP1/R2Q1RK1 w kq - 1 11
QurxyQkA,8/5BQ1/7p/1p3k2/3B4/P5PP/1Pq2P1K/3b4 w - - 1 37
mJ9VpdxV,8/8/8/8/8/k7/2K5/1Q6 w - - 25 80
edYOVb5F,Q7/1Q6/3k4/8/8/8/1PP2PPP/R3K2R w KQ - 3 38
GstYv2mJ,r3k1nr/1p4pp/3b4/n2pp3/8/7R/2PPPP2/R1BQK1q1 w Qkq - 0 15
dFQ5D7CS,7k/6p1/3p4/2p5/8/1q6/8/K6q w - - 8 57
Q7XGscXE,r5k1/p1rb1p1p/4p1p1/8/3P3P/6Q1/1PB5/1K1R3R w - - 1 28
soroD8w1,r4k2/p5p1/1p3n1p/2p5/2QP4/2P5/PP2r1qP/R4R1K w - - 0 27
js6WMWrw,6k1/pp3ppp/8/2bK4/P7/3q4/1P5P/8 w - - 0 37
ZlIofOna,6k1/5pp1/p3p3/3p4/8/3K4/2r5/1q6 w - - 0 54
ueDH6x97,rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2
aPKviA0G,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
NQFasT6b,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
DLYk1BRG,rnbqkbnr/p1pppppp/1p6/8/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 0 2
r2Tv9299,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
2qL2ZVNH,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
rcROpusK,rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2
g2CgIJFH,rnbqkbnr/pppp1ppp/4p3/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 0 2
tl7g5sJb,rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
lSvy8nDx,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
9sOv9BBL,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
xzBfOhdq,rnbqkbnr/pppp1ppp/8/4p3/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 0 2
MW1ZjrS9,rnbqkbnr/1ppppppp/8/p7/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
DqTnqTK4,rnbqkbnr/ppp1pppp/8/3p4/7P/8/PPPPPPP1/RNBQKBNR w KQkq - 0 2
CAkwRTef,rnbqkbnr/1ppppppp/8/p7/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
GLcGuZZa,rnbqkbnr/pppp1ppp/8/4p3/6P1/8/PPPPPP1P/RNBQKBNR w KQkq - 0 2
HehthdTm,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
rsEgYfgO,3r2k1/5ppp/p3p3/1p6/2rBPbP1/PqN4P/1P6/2RR2K1 w - - 0 28
KkuTHGO4,3rr1k1/1p1qbppp/2bppn2/p7/PnP1P3/1PN1BP2/2BQN1PP/2RR2K1 w - - 5 22
Ggcp098y,2kr1b1r/ppp2ppp/1nn5/8/3P2b1/1B2BN2/PP2KPPP/RN5R w - - 3 12
LE8RlKPJ,rnbqkb1r/pppp2pp/4pn2/5p2/2P5/2NP4/PP2PPPP/R1BQKBNR w KQkq - 0 4
kkwxUmJG,rnbqkb1r/pp4pp/2p1pn2/3p1p2/2P1P3/2NP1N2/PP3PPP/R1BQKB1R w KQkq - 0 6
iI0Fcm9f,rnbqkbnr/ppppp1pp/8/5p2/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 0 2
pdJ3eEa1,r3rk2/p2bpp1Q/2p1P1p1/2Pp2N1/2qb4/5N2/1P3PPP/4R1K1 w - - 0 25
5y4SI10i,2r3k1/1p1qp2p/6p1/2pP4/2P1Q3/6P1/4PP1P/b4RK1 w - - 0 23
htWbvrxd,r3r3/1p3k2/2p1p1p1/p2n1p2/PnBP3P/BP4P1/5P2/2R1R1K1 w - - 4 28
wOlY8KQr,6R1/2r2q1p/4n3/1Q2pp2/p1pk4/3PNP2/PP3P2/7K w - - 0 36
Mg0kYdL6,r1b2b2/pp2k1p1/4ppp1/3p4/6n1/8/PP1NQPPq/RB3R1K w - - 0 19
OCMb7o06,rnb1k2r/pp2bppp/4pn2/1N6/2P5/2N1B3/PP3PPP/R2qKB1R w KQkq - 0 10
WV4oO67F,rnb4r/pp2k3/2p3B1/2qpP1p1/6n1/2N5/PPP3PP/R2QR2K w - - 1 17
9DNvxhG8,r3q2N/pp2b1kp/2p1pn2/3p4/3PP1P1/8/PPP4P/RN1Q1RK1 w - - 1 17
Yn1z7FrL,r1b1nrk1/ppp1B1pp/3q1p2/4Q3/3P4/P4N2/P4PPP/R4RK1 w - - 0 16
51wccHT4,rnbqkbnr/ppppp1pp/8/5p2/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2
G18GLvIi,6k1/p3Bppp/8/3P4/6P1/4K2P/P7/2n5 w - - 0 29
hWlmlNVi,r4r1k/ppp4p/3pb3/4p2P/2P1P3/3PQnP1/PP1KNq2/R4B1R w - - 3 19
N9A5P66i,r1b1k1nr/pp2pp1p/2nq2p1/1Bppb3/Q7/2P2N2/PP1P1PPP/RNB2RK1 w kq - 0 8
o7W3R1T4,3k1b1Q/1R5p/4p2p/3p4/2r5/3K3P/P4PP1/8 w - - 15 37
dAeQbomk,1n1r4/1p2kp2/q6r/p2pPQp1/P1pP2Pp/2P4P/1P1N4/2K2R1R w - - 4 27
NrfJ2vsk,6kr/2p2R2/4p1pB/4P3/1p2P2Q/1q6/1P4PP/6K1 w - - 1 28
xMXRLL7q,4r1k1/R4p2/p6p/1p4r1/4Pn2/2P2P1b/PPB2P1P/4RK2 w - - 6 31
TbAp2TC6,r1bqk2r/pp1pppbp/2n3p1/8/2PNP1n1/2N1B3/PP3PPP/R2QKB1R w KQkq - 5 8
91uXkT0d,6k1/p4pp1/1p2b3/2p5/P1P5/1P1N4/3n2PP/5K2 w - - 1 28
LIbIrgz8,2R2b1r/1p2pppp/pNnpk3/8/4P3/3P1P2/PP1B1KPP/8 w - - 1 20
fqpBB86r,5k2/2p4p/p4pp1/1p1B4/3P4/2Pb4/P3rPPP/3RK3 w - - 13 29
5zbuv4Dw,r1bqkb1r/pppp1ppp/2nn4/1B2p3/8/5N2/PPPP1PPP/RNBQR1K1 w kq - 2 6
g1wrrh3Z,r1b2rk1/p3pp1p/2pn2p1/q1p5/N7/BP3N1P/P1PP1PP1/Q3R1K1 w - - 1 15
nKaCYWcw,r6k/pppb2pB/3b4/3p4/8/P4P1q/1PQP1P2/R1B1RK2 w - - 1 20
gKEYlkSw,r1bqkbnr/ppp3pp/2npp3/8/2PPN3/8/PP3PPP/R1BQKBNR w KQkq - 0 6
mPrLFfZ9,rnb1kbnr/ppp3pp/4p3/3p4/3q4/6B1/PPP1N1PP/RN1QKB1R w KQkq - 0 8
6xowZ542,rqb1k2r/pp1nbppp/5n2/1NPp4/3Pp3/P2B1N2/1P1B1PPP/R1Q2RK1 w kq - 0 14
O3OXe0zp,4qk1r/R1Q1bppp/5n2/1P6/1np1b3/8/3P1PPP/2B1KBNR w K - 1 16
